sheet,address,value,precedents,dependents
Budget,A15,Gifts Received,,
Budget,B15,,,
Budget,C15,,,"Budget!O15,Budget!P15"
Budget,D15,,,
Budget,E15,,,
Budget,F15,,,
Budget,G15,,,
Budget,H15,,,
Budget,I15,,,
Budget,J15,,,
Budget,K15,,,
Budget,L15,,,
Budget,M15,,,
Budget,N15,,,"Budget!O15,Budget!P15"
Budget,O15,=SUM(C15:N15),"C15,N15",Budget!P15
Budget,P15,=O15/COLUMNS(C15:N15),"O15,C15,N15",
Budget,R15,template.,,
Budget,A16,Interest Income,,
Budget,B16,,,
Budget,C16,,,"Budget!O16,Budget!P16"
Budget,D16,,,
Budget,E16,,,
Budget,F16,,,
Budget,G16,,,
Budget,H16,,,
Budget,I16,,,
Budget,J16,,,
Budget,K16,,,
Budget,L16,,,
Budget,M16,,,
Budget,N16,,,"Budget!O16,Budget!P16"
Budget,O16,=SUM(C16:N16),"C16,N16",Budget!P16
Budget,P16,=O16/COLUMNS(C16:N16),"O16,C16,N16",
Budget,R16,,,
Budget,A17,Other Income,,
Budget,B17,,,
Budget,C17,,,"Budget!O17,Budget!P17"
Budget,D17,,,
Budget,E17,,,
Budget,F17,,,
Budget,G17,,,
Budget,H17,,,
Budget,I17,,,
Budget,J17,,,
Budget,K17,,,
Budget,L17,,,
Budget,M17,,,
Budget,N17,,,"Budget!O17,Budget!P17"
Budget,O17,=SUM(C17:N17),"C17,N17",Budget!P17
Budget,P17,=O17/COLUMNS(C17:N17),"O17,C17,N17",
Budget,A18,Refunds/Reimbursements,,
Budget,B18,,,
Budget,C18,,,"Budget!O18,Budget!P18"
Budget,D18,,,
Budget,E18,,,
Budget,F18,,,
Budget,G18,,,
Budget,H18,,,
Budget,I18,,,
Budget,J18,,,
Budget,K18,,,
Budget,L18,,,
Budget,M18,,,
Budget,N18,,,"Budget!O18,Budget!P18"
Budget,O18,=SUM(C18:N18),"C18,N18",Budget!P18
Budget,P18,=O18/COLUMNS(C18:N18),"O18,C18,N18",
Budget,A19,Rental Income,,
Budget,B19,,,
Budget,C19,,,"Budget!O19,Budget!P19"
Budget,D19,,,
Budget,E19,,,
Budget,F19,,,
Budget,G19,,,
Budget,H19,,,
Budget,I19,,,
Budget,J19,,,
Budget,K19,,,
Budget,L19,,,
Budget,M19,,,
Budget,N19,,,"Budget!O19,Budget!P19"
Budget,O19,=SUM(C19:N19),"C19,N19",Budget!P19
Budget,P19,=O19/COLUMNS(C19:N19),"O19,C19,N19",
Budget,A20,Wages & Tips,,
Budget,B20,,,
Budget,C20,,,"Budget!O20,Budget!P20"
Budget,D20,,,
Budget,E20,,,
Budget,F20,,,
Budget,G20,,,
Budget,H20,,,
Budget,I20,,,
Budget,J20,,,
Budget,K20,,,
Budget,L20,,,
Budget,M20,,,
Budget,N20,,,"Budget!O20,Budget!P20"
Budget,O20,=SUM(C20:N20),"C20,N20",Budget!P20
Budget,P20,=O20/COLUMNS(C20:N20),"O20,C20,N20",
Budget,A21,,,
Budget,B21,,,
Budget,C21,,,"Budget!O21,Budget!P21"
Budget,D21,,,
Budget,E21,,,
Budget,F21,,,
Budget,G21,,,
Budget,H21,,,
Budget,I21,,,
Budget,J21,,,
Budget,K21,,,
Budget,L21,,,
Budget,M21,,,
Budget,N21,,,"Budget!O21,Budget!P21"
Budget,O21,=SUM(C21:N21),"C21,N21",Budget!P21
Budget,P21,=O21/COLUMNS(C21:N21),"O21,C21,N21",
Budget,A22,,,
Budget,B22,,,
Budget,C22,,,"Budget!O22,Budget!P22"
Budget,D22,,,
Budget,E22,,,
Budget,F22,,,
Budget,G22,,,
Budget,H22,,,
Budget,I22,,,
Budget,J22,,,
Budget,K22,,,
Budget,L22,,,
Budget,M22,,,
Budget,N22,,,"Budget!O22,Budget!P22"
Budget,O22,=SUM(C22:N22),"C22,N22",Budget!P22
Budget,P22,=O22/COLUMNS(C22:N22),"O22,C22,N22",
Budget,A23,,,
Budget,B23,,,
Budget,C23,,,"Budget!O23,Budget!P23"
Budget,D23,,,
Budget,E23,,,
Budget,F23,,,
Budget,G23,,,
Budget,H23,,,
Budget,I23,,,
Budget,J23,,,
Budget,K23,,,
Budget,L23,,,
Budget,M23,,,
Budget,N23,,,"Budget!O23,Budget!P23"
Budget,O23,=SUM(C23:N23),"C23,N23",Budget!P23
Budget,P23,=O23/COLUMNS(C23:N23),"O23,C23,N23",
Budget,A24,,,
Budget,B24,,,
Budget,C24,,,"Budget!O24,Budget!P24"
Budget,D24,,,
Budget,E24,,,
Budget,F24,,,
Budget,G24,,,
Budget,H24,,,
Budget,I24,,,
Budget,J24,,,
Budget,K24,,,
Budget,L24,,,
Budget,M24,,,
Budget,N24,,,"Budget!O24,Budget!P24"
Budget,O24,=SUM(C24:N24),"C24,N24",Budget!P24
Budget,P24,=O24/COLUMNS(C24:N24),"O24,C24,N24",
Budget,A25,,,
Budget,B25,,,
Budget,C25,,,"Budget!O25,Budget!P25"
Budget,D25,,,
Budget,E25,,,
Budget,F25,,,
Budget,G25,,,
Budget,H25,,,
Budget,I25,,,
Budget,J25,,,
Budget,K25,,,
Budget,L25,,,
Budget,M25,,,
Budget,N25,,,"Budget!O25,Budget!P25"
Budget,O25,=SUM(C25:N25),"C25,N25",Budget!P25
Budget,P25,=O25/COLUMNS(C25:N25),"O25,C25,N25",
Budget,A26,,,
Budget,B26,,,
Budget,C26,,,"Budget!O26,Budget!P26"
Budget,D26,,,
Budget,E26,,,
Budget,F26,,,
Budget,G26,,,
Budget,H26,,,
Budget,I26,,,
Budget,J26,,,
Budget,K26,,,
Budget,L26,,,
Budget,M26,,,
Budget,N26,,,"Budget!O26,Budget!P26"
Budget,O26,=SUM(C26:N26),"C26,N26",Budget!P26
Budget,P26,=O26/COLUMNS(C26:N26),"O26,C26,N26",
Budget,A27,,,
Budget,B27,,,
Budget,C27,,,"Budget!O27,Budget!P27"
Budget,D27,,,
Budget,E27,,,
Budget,F27,,,
Budget,G27,,,
Budget,H27,,,
Budget,I27,,,
Budget,J27,,,
Budget,K27,,,
Budget,L27,,,
Budget,M27,,,
Budget,N27,,,"Budget!O27,Budget!P27"
Budget,O27,=SUM(C27:N27),"C27,N27",Budget!P27
Budget,P27,=O27/COLUMNS(C27:N27),"O27,C27,N27",
Budget,A28,,,
Budget,B28,,,
Budget,C28,,,"Budget!O28,Budget!P28"
Budget,D28,,,
Budget,E28,,,
Budget,F28,,,
Budget,G28,,,
Budget,H28,,,
Budget,I28,,,
Budget,J28,,,
Budget,K28,,,
Budget,L28,,,
Budget,M28,,,
Budget,N28,,,"Budget!O28,Budget!P28"
Budget,O28,=SUM(C28:N28),"C28,N28",Budget!P28
Budget,P28,=O28/COLUMNS(C28:N28),"O28,C28,N28",
Budget,A29,,,
Budget,B29,,,
Budget,C29,,,"Budget!O29,Budget!P29"
Budget,D29,,,
Budget,E29,,,
Budget,F29,,,
Budget,G29,,,
Budget,H29,,,
Budget,I29,,,
Budget,J29,,,
Budget,K29,,,
Budget,L29,,,
Budget,M29,,,
Budget,N29,,,"Budget!O29,Budget!P29"
Budget,O29,=SUM(C29:N29),"C29,N29",Budget!P29
Budget,P29,=O29/COLUMNS(C29:N29),"O29,C29,N29",
Budget,A30,,,
Budget,B30,,,
Budget,C30,,,"Budget!O30,Budget!P30"
Budget,D30,,,
Budget,E30,,,
Budget,F30,,,
Budget,G30,,,
Budget,H30,,,
Budget,I30,,,
Budget,J30,,,
Budget,K30,,,
Budget,L30,,,
Budget,M30,,,
Budget,N30,,,"Budget!O30,Budget!P30"
Budget,O30,=SUM(C30:N30),"C30,N30",Budget!P30
Budget,P30,=O30/COLUMNS(C30:N30),"O30,C30,N30",
Budget,A31,,,
Budget,B31,,,
Budget,C31,,,"Budget!O31,Budget!P31"
Budget,D31,,,
Budget,E31,,,
Budget,F31,,,
Budget,G31,,,
Budget,H31,,,
Budget,I31,,,
Budget,J31,,,
Budget,K31,,,
Budget,L31,,,
Budget,M31,,,
Budget,N31,,,"Budget!O31,Budget!P31"
Budget,O31,=SUM(C31:N31),"C31,N31",Budget!P31
Budget,P31,=O31/COLUMNS(C31:N31),"O31,C31,N31",
Budget,A32,,,
Budget,B32,,,
Budget,C32,,,"Budget!O32,Budget!P32"
Budget,D32,,,
Budget,E32,,,
Budget,F32,,,
Budget,G32,,,
Budget,H32,,,
Budget,I32,,,
Budget,J32,,,
Budget,K32,,,
Budget,L32,,,
Budget,M32,,,
Budget,N32,,,"Budget!O32,Budget!P32"
Budget,O32,=SUM(C32:N32),"C32,N32",Budget!P32
Budget,P32,=O32/COLUMNS(C32:N32),"O32,C32,N32",
Budget,A33,,,
Budget,B33,,,
Budget,C33,,,"Budget!O33,Budget!P33"
Budget,D33,,,
Budget,E33,,,
Budget,F33,,,
Budget,G33,,,
Budget,H33,,,
Budget,I33,,,
Budget,J33,,,
Budget,K33,,,
Budget,L33,,,
Budget,M33,,,
Budget,N33,,,"Budget!O33,Budget!P33"
Budget,O33,=SUM(C33:N33),"C33,N33",Budget!P33
Budget,P33,=O33/COLUMNS(C33:N33),"O33,C33,N33",
Budget,A34,,,
Budget,B34,,,
Budget,C34,,,"Budget!O34,Budget!P34"
Budget,D34,,,
Budget,E34,,,
Budget,F34,,,
Budget,G34,,,
Budget,H34,,,
Budget,I34,,,
Budget,J34,,,
Budget,K34,,,
Budget,L34,,,
Budget,M34,,,
Budget,N34,,,"Budget!O34,Budget!P34"
Budget,O34,=SUM(C34:N34),"C34,N34",Budget!P34
Budget,P34,=O34/COLUMNS(C34:N34),"O34,C34,N34",
Budget,A35,,,
Budget,B35,,,
Budget,C35,,,"Budget!O35,Budget!P35"
Budget,D35,,,
Budget,E35,,,
Budget,F35,,,
Budget,G35,,,
Budget,H35,,,
Budget,I35,,,
Budget,J35,,,
Budget,K35,,,
Budget,L35,,,
Budget,M35,,,
Budget,N35,,,"Budget!O35,Budget!P35"
Budget,O35,=SUM(C35:N35),"C35,N35",Budget!P35
Budget,P35,=O35/COLUMNS(C35:N35),"O35,C35,N35",
Budget,A36,,,
Budget,B36,,,
Budget,C36,,,"Budget!O36,Budget!P36"
Budget,D36,,,
Budget,E36,,,
Budget,F36,,,
Budget,G36,,,
Budget,H36,,,
Budget,I36,,,
Budget,J36,,,
Budget,K36,,,
Budget,L36,,,
Budget,M36,,,
Budget,N36,,,"Budget!O36,Budget!P36"
Budget,O36,=SUM(C36:N36),"C36,N36",Budget!P36
Budget,P36,=O36/COLUMNS(C36:N36),"O36,C36,N36",
Budget,A37,,,
Budget,B37,,,
Budget,C37,,,"Budget!O37,Budget!P37"
Budget,D37,,,
Budget,E37,,,
Budget,F37,,,
Budget,G37,,,
Budget,H37,,,
Budget,I37,,,
Budget,J37,,,
Budget,K37,,,
Budget,L37,,,
Budget,M37,,,
Budget,N37,,,"Budget!O37,Budget!P37"
Budget,O37,=SUM(C37:N37),"C37,N37",Budget!P37
Budget,P37,=O37/COLUMNS(C37:N37),"O37,C37,N37",
Budget,A38,,,
Budget,B38,,,
Budget,C38,,,"Budget!O38,Budget!P38"
Budget,D38,,,
Budget,E38,,,
Budget,F38,,,
Budget,G38,,,
Budget,H38,,,
Budget,I38,,,
Budget,J38,,,
Budget,K38,,,
Budget,L38,,,
Budget,M38,,,
Budget,N38,,,"Budget!O38,Budget!P38"
Budget,O38,=SUM(C38:N38),"C38,N38",Budget!P38
Budget,P38,=O38/COLUMNS(C38:N38),"O38,C38,N38",
Budget,A39,,,
Budget,B39,,,
Budget,C39,,,"Budget!O39,Budget!P39"
Budget,D39,,,
Budget,E39,,,
Budget,F39,,,
Budget,G39,,,
Budget,H39,,,
Budget,I39,,,
Budget,J39,,,
Budget,K39,,,
Budget,L39,,,
Budget,M39,,,
Budget,N39,,,"Budget!O39,Budget!P39"
Budget,O39,=SUM(C39:N39),"C39,N39",Budget!P39
Budget,P39,=O39/COLUMNS(C39:N39),"O39,C39,N39",
Budget,A40,,,
Budget,B40,,,
Budget,C40,,,"Budget!O40,Budget!P40"
Budget,D40,,,
Budget,E40,,,
Budget,F40,,,
Budget,G40,,,
Budget,H40,,,
Budget,I40,,,
Budget,J40,,,
Budget,K40,,,
Budget,L40,,,
Budget,M40,,,
Budget,N40,,,"Budget!O40,Budget!P40"
Budget,O40,=SUM(C40:N40),"C40,N40",Budget!P40
Budget,P40,=O40/COLUMNS(C40:N40),"O40,C40,N40",
Budget,A41,,,
Budget,B41,,,
Budget,C41,,,"Budget!O41,Budget!P41"
Budget,D41,,,
Budget,E41,,,
Budget,F41,,,
Budget,G41,,,
Budget,H41,,,
Budget,I41,,,
Budget,J41,,,
Budget,K41,,,
Budget,L41,,,
Budget,M41,,,
Budget,N41,,,"Budget!O41,Budget!P41"
Budget,O41,=SUM(C41:N41),"C41,N41",Budget!P41
Budget,P41,=O41/COLUMNS(C41:N41),"O41,C41,N41",
Budget,A42,,,
Budget,B42,,,
Budget,C42,,,"Budget!O42,Budget!P42,Budget!C43"
Budget,D42,,,Budget!D43
Budget,E42,,,Budget!E43
Budget,F42,,,Budget!F43
Budget,G42,,,Budget!G43
Budget,H42,,,Budget!H43
Budget,I42,,,Budget!I43
Budget,J42,,,Budget!J43
Budget,K42,,,Budget!K43
Budget,L42,,,Budget!L43
Budget,M42,,,Budget!M43
Budget,N42,,,"Budget!O42,Budget!P42,Budget!N43"
Budget,O42,=SUM(C42:N42),"C42,N42",Budget!P42
Budget,P42,=O42/COLUMNS(C42:N42),"O42,C42,N42",
Budget,A43,,,
Budget,B43,Total Income,,
Budget,C43,=SUM(C12:C42),"C12,C42","Budget!C5,Budget!O43"
Budget,D43,=SUM(D12:D42),"D12,D42",Budget!D5
Budget,E43,=SUM(E12:E42),"E12,E42",Budget!E5
Budget,F43,=SUM(F12:F42),"F12,F42",Budget!F5
Budget,G43,=SUM(G12:G42),"G12,G42",Budget!G5
Budget,H43,=SUM(H12:H42),"H12,H42",Budget!H5
Budget,I43,=SUM(I12:I42),"I12,I42",Budget!I5
Budget,J43,=SUM(J12:J42),"J12,J42",Budget!J5
Budget,K43,=SUM(K12:K42),"K12,K42",Budget!K5
Budget,L43,=SUM(L12:L42),"L12,L42",Budget!L5
Budget,M43,=SUM(M12:M42),"M12,M42",Budget!M5
Budget,N43,=SUM(N12:N42),"N12,N42","Budget!N5,Budget!O43"
Budget,O43,=SUM(C43:N43),"C43,N43",Budget!P43
Budget,P43,=O43/12,O43,
Budget,A45,EXPENSE CATEGORIES,,
Budget,B45,,,
Budget,C45,,,Budget!C146
Budget,D45,,,Budget!D146
Budget,E45,,,Budget!E146
Budget,F45,,,Budget!F146
Budget,G45,,,Budget!G146
Budget,H45,,,Budget!H146
Budget,I45,,,Budget!I146
Budget,J45,,,Budget!J146
Budget,K45,,,Budget!K146
Budget,L45,,,Budget!L146
Budget,M45,,,Budget!M146
Budget,N45,,,Budget!N146
Budget,O45,,,
Budget,P45,,,
Budget,A46,Alimony,,
Budget,B46,,,
Budget,C46,,,"Budget!O46,Budget!P46"
Budget,D46,,,
Budget,E46,,,
Budget,F46,,,
Budget,G46,,,
Budget,H46,,,
Budget,I46,,,
Budget,J46,,,
Budget,K46,,,
Budget,L46,,,
Budget,M46,,,
Budget,N46,,,"Budget!O46,Budget!P46"
Budget,O46,=SUM(C46:N46),"C46,N46",Budget!P46
Budget,P46,=O46/COLUMNS(C46:N46),"O46,C46,N46",
Budget,A47,Car Insurance,,
Budget,B47,,,
Budget,C47,,,"Budget!O47,Budget!P47"
Budget,D47,,,
Budget,E47,,,
Budget,F47,,,
Budget,G47,,,
Budget,H47,,,
Budget,I47,,,
Budget,J47,,,
Budget,K47,,,
Budget,L47,,,
Budget,M47,,,
Budget,N47,,,"Budget!O47,Budget!P47"
Budget,O47,=SUM(C47:N47),"C47,N47",Budget!P47
Budget,P47,=O47/COLUMNS(C47:N47),"O47,C47,N47",
Budget,A48,Car Payment,,
Budget,B48,,,
Budget,C48,,,"Budget!O48,Budget!P48"
Budget,D48,,,
Budget,E48,,,
Budget,F48,,,
Budget,G48,,,
Budget,H48,,,
Budget,I48,,,
Budget,J48,,,
Budget,K48,,,
Budget,L48,,,
Budget,M48,,,
Budget,N48,,,"Budget!O48,Budget!P48"
Budget,O48,=SUM(C48:N48),"C48,N48",Budget!P48
Budget,P48,=O48/COLUMNS(C48:N48),"O48,C48,N48",
Budget,A49,Car Repair / Licenses,,
Budget,B49,,,
Budget,C49,,,"Budget!O49,Budget!P49"
Budget,D49,,,
Budget,E49,,,
Budget,F49,,,
Budget,G49,,,
Budget,H49,,,
Budget,I49,,,
Budget,J49,,,
Budget,K49,,,
Budget,L49,,,
Budget,M49,,,
Budget,N49,,,"Budget!O49,Budget!P49"
Budget,O49,=SUM(C49:N49),"C49,N49",Budget!P49
Budget,P49,=O49/COLUMNS(C49:N49),"O49,C49,N49",
Budget,A50,Car Replacement Fund,,
Budget,B50,,,
Budget,C50,,,"Budget!O50,Budget!P50"
Budget,D50,,,
Budget,E50,,,
Budget,F50,,,
Budget,G50,,,
Budget,H50,,,
Budget,I50,,,
Budget,J50,,,
Budget,K50,,,
Budget,L50,,,
Budget,M50,,,
Budget,N50,,,"Budget!O50,Budget!P50"
Budget,O50,=SUM(C50:N50),"C50,N50",Budget!P50
Budget,P50,=O50/COLUMNS(C50:N50),"O50,C50,N50",
Budget,A51,Charity,,
Budget,B51,,,
Budget,C51,,,"Budget!O51,Budget!P51"
Budget,D51,,,
Budget,E51,,,
Budget,F51,,,
Budget,G51,,,
Budget,H51,,,
Budget,I51,,,
Budget,J51,,,
Budget,K51,,,
Budget,L51,,,
Budget,M51,,,
Budget,N51,,,"Budget!O51,Budget!P51"
Budget,O51,=SUM(C51:N51),"C51,N51",Budget!P51
Budget,P51,=O51/COLUMNS(C51:N51),"O51,C51,N51",
Budget,A52,Child Care,,
Budget,B52,,,
Budget,C52,,,"Budget!O52,Budget!P52"
Budget,D52,,,
Budget,E52,,,
Budget,F52,,,
Budget,G52,,,
Budget,H52,,,
Budget,I52,,,
Budget,J52,,,
Budget,K52,,,
Budget,L52,,,
Budget,M52,,,
Budget,N52,,,"Budget!O52,Budget!P52"
Budget,O52,=SUM(C52:N52),"C52,N52",Budget!P52
Budget,P52,=O52/COLUMNS(C52:N52),"O52,C52,N52",
Budget,A53,Cleaning,,
Budget,B53,,,
Budget,C53,,,"Budget!O53,Budget!P53"
Budget,D53,,,
Budget,E53,,,
Budget,F53,,,
Budget,G53,,,
Budget,H53,,,
Budget,I53,,,
Budget,J53,,,
Budget,K53,,,
Budget,L53,,,
Budget,M53,,,
Budget,N53,,,"Budget!O53,Budget!P53"
Budget,O53,=SUM(C53:N53),"C53,N53",Budget!P53
Budget,P53,=O53/COLUMNS(C53:N53),"O53,C53,N53",
Budget,A54,Clothing,,
Budget,B54,,,
Budget,C54,,,"Budget!O54,Budget!P54"
Budget,D54,,,
Budget,E54,,,
Budget,F54,,,
Budget,G54,,,
Budget,H54,,,
Budget,I54,,,
Budget,J54,,,
Budget,K54,,,
Budget,L54,,,
Budget,M54,,,
Budget,N54,,,"Budget!O54,Budget!P54"
Budget,O54,=SUM(C54:N54),"C54,N54",Budget!P54
Budget,P54,=O54/COLUMNS(C54:N54),"O54,C54,N54",
Budget,A55,Debt,,
Budget,B55,,,
Budget,C55,,,"Budget!O55,Budget!P55"
Budget,D55,,,
Budget,E55,,,
Budget,F55,,,
Budget,G55,,,
Budget,H55,,,
Budget,I55,,,
Budget,J55,,,
Budget,K55,,,
Budget,L55,,,
Budget,M55,,,
Budget,N55,,,"Budget!O55,Budget!P55"
Budget,O55,=SUM(C55:N55),"C55,N55",Budget!P55
Budget,P55,=O55/COLUMNS(C55:N55),"O55,C55,N55",
Budget,A56,Dining,,
Budget,B56,,,
Budget,C56,,,"Budget!O56,Budget!P56"
Budget,D56,,,
Budget,E56,,,
Budget,F56,,,
Budget,G56,,,
Budget,H56,,,
Budget,I56,,,
Budget,J56,,,
Budget,K56,,,
Budget,L56,,,
Budget,M56,,,
Budget,N56,,,"Budget!O56,Budget!P56"
Budget,O56,=SUM(C56:N56),"C56,N56",Budget!P56
Budget,P56,=O56/COLUMNS(C56:N56),"O56,C56,N56",
Budget,A57,Discretionary,,
Budget,B57,,,
Budget,C57,,,"Budget!O57,Budget!P57"
Budget,D57,,,
Budget,E57,,,
Budget,F57,,,
Budget,G57,,,
Budget,H57,,,
Budget,I57,,,
Budget,J57,,,
Budget,K57,,,
Budget,L57,,,
Budget,M57,,,
Budget,N57,,,"Budget!O57,Budget!P57"
Budget,O57,=SUM(C57:N57),"C57,N57",Budget!P57
Budget,P57,=O57/COLUMNS(C57:N57),"O57,C57,N57",
Budget,A58,Doctor / Dentist,,
Budget,B58,,,
Budget,C58,,,"Budget!O58,Budget!P58"
Budget,D58,,,
Budget,E58,,,
Budget,F58,,,
Budget,G58,,,
Budget,H58,,,
Budget,I58,,,
Budget,J58,,,
Budget,K58,,,
Budget,L58,,,
Budget,M58,,,
Budget,N58,,,"Budget!O58,Budget!P58"
Budget,O58,=SUM(C58:N58),"C58,N58",Budget!P58
Budget,P58,=O58/COLUMNS(C58:N58),"O58,C58,N58",
Budget,A59,Education,,
